#TYPE Selected.Microsoft.ActiveDirectory.Management.ADUser
"SamAccountName","passwordlastset","passwordneverexpires","Enable"
"Attender","05/07/2005 17:05:04","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"AUDIT","10/06/2005 09:45:36","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"audit_shvbr","04/06/2019 15:37:53","True","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"AUDITKPMG","09/12/2015 17:49:41","True","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"auditoria","31/03/2015 15:51:49","True","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"auguedes",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"authenticarescan","19/02/2020 10:36:38","True","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"avalenzuela","04/03/2020 10:08:39","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"avcortes",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"avelozo","13/03/2020 18:39:26","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"aventurini","06/03/2020 10:41:26","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"aviso_uso_internet","06/07/2017 13:17:06","True","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"avitor","17/07/2018 08:11:51","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"avnunes",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"avosilva","24/02/2020 10:00:11","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"avsguedes","02/07/2018 14:28:41","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"awippel","17/02/2020 11:43:24","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"Awoliveira","16/03/2020 06:41:28","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"awsilva","28/12/2018 12:42:19","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"ayamada","15/04/2019 09:32:51","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"azaraujo","02/01/2020 09:22:43","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"azennaro","23/03/2020 18:11:02","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"azsilva","09/03/2020 07:16:17","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"backassistec1","24/07/2012 15:07:46","True","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"backassistec2","24/07/2012 15:09:02","True","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"backcomercial1","24/07/2012 15:09:46","True","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"backcomercial2","24/07/2012 15:10:22","True","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"backloggranel1","24/07/2012 15:01:27","True","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"backloggranel2","24/07/2012 15:02:26","True","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"backofficesd","07/07/2016 08:32:22","True","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"backup","31/05/2008 20:55:50","True","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"balves","19/03/2020 16:38:04","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"bamaral",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"bandrade",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"barbara.oliveira","24/02/2020 08:12:12","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"basantos","24/02/2020 08:07:58","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"bbeltrao","02/01/2019 07:46:33","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"bbraga","17/02/2020 09:01:20","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"bbrilhante","10/02/2020 10:31:08","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"bcerqueira","27/02/2020 09:22:51","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"bcoliveira","09/03/2020 07:08:08","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"bcordeiro","28/06/2018 07:50:29","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"bcosta","03/03/2020 09:59:32","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"bdias",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"bem_vindo_sgi","16/03/2018 16:18:42","True","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"BESAdmin","02/08/2019 17:11:46","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"besantos","08/03/2020 09:28:07","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"Betingas","20/11/2009 12:48:26","True","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"bfgomes","23/03/2020 13:15:35","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"bfmartins","16/03/2020 10:12:28","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"bgomes",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"bheijlen","27/02/2020 07:45:50","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"bianca.antunes","20/02/2020 08:19:17","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"bianca.scopel","26/02/2020 08:25:51","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"bkpsite_user","26/06/2012 15:46:58","True","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"bleite","30/08/2019 08:59:12","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"blima","20/02/2020 10:02:44","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"bloureiro","06/09/2019 13:46:06","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"blourenco","26/02/2020 13:02:09","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"blsilva","19/03/2020 06:23:55","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"blueprint.processos","26/09/2011 13:39:46","True","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"bmachado","21/02/2019 14:57:06","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"bmarchezini","17/02/2020 11:50:22","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"bmarinho","06/08/2018 08:12:16","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"BMendonca","13/02/2020 14:00:20","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"bmenezes","16/03/2020 10:35:11","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"bmiguel","19/03/2020 15:51:52","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"bmmelo","02/03/2020 06:42:02","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"bnlima","23/02/2020 11:47:27","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"boaspraticas","01/07/2013 17:10:46","True","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"boaspraticassupcan","15/03/2011 15:23:35","True","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"bparrilha","16/05/2019 09:30:05","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"bpires","17/02/2020 14:01:07","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"bpmarques","11/03/2020 13:34:29","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"BR_RCC_21_TREINAMENT","13/03/2017 18:29:46","True","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"BR_USN_19_SALA02","13/03/2017 18:20:03","True","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"BR_USN_20_SALA05","13/03/2017 18:26:46","True","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"BRASILIA_20ANDAR","03/01/2018 12:55:16","True","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"brena.almeida","20/03/2020 11:54:48","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"brendom.amaral","23/03/2020 09:15:16","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"brpsilva","09/03/2020 07:20:30","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"brsilva","26/07/2018 13:04:40","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"bruno.machado","17/02/2020 08:01:20","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"bruno.massei","25/11/2019 10:48:22","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"bruno.muller","20/03/2020 15:59:18","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"bruno.pacheco",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"brvitoria","17/03/2020 14:59:57","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"bsampaio","17/05/2019 08:37:39","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"bsantiago","17/03/2020 08:53:50","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"bsantos","09/03/2020 11:38:56","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"bsbaltazar","30/07/2018 09:02:22","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"bsenna","29/07/2019 11:14:56","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"bsilva","08/05/2019 09:20:01","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"bsnascimento","20/02/2020 08:54:58","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"bssantos","14/02/2020 12:55:34","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"bvaz",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"bvitoria","16/03/2020 23:57:49","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"bvitorino","19/03/2020 13:45:55","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"bwoliveira","26/02/2020 10:07:09","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"bx_ativo_fixo","28/05/2010 08:34:40","True","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"caasantos","17/03/2020 08:40:00","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"caasilva","16/03/2020 06:38:36","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"CABINETEL1_12ANDAR","05/03/2018 09:53:50","True","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"CABINETEL1_19ANDAR","05/03/2018 09:54:21","True","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"CABINETEL1_20ANDAR","05/03/2018 09:55:05","True","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"CABINETEL2_12ANDAR","05/03/2018 09:55:26","True","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"CABINETEL2_20ANDAR","05/03/2018 09:55:57","True","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"CABINETEL3_20ANDAR","05/03/2018 09:56:16","True","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cabsilva",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cacarvalho","02/03/2020 09:34:28","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cachagas","27/05/2019 08:36:31","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cacsantos","21/03/2020 11:31:52","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cacsilva","17/02/2020 15:19:10","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cadastro_anp","05/09/2014 17:43:02","True","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cadastroshvgas","19/05/2011 10:54:44","True","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cadastrosupergasbras","07/02/2014 10:07:48","True","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cadastrotpdd","28/05/2019 14:43:57","True","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cadastrousn1","24/07/2012 16:55:07","True","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cadastrousn2","24/07/2012 16:56:28","True","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"CA-ExMB_PZDEKFBDC1","10/05/2010 10:08:32","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"CA-ExMB_PZDEKFSAS1","10/05/2010 10:08:40","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cafonseca","13/02/2020 08:53:57","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"caio.araujo",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"caio.silva","20/03/2020 13:47:58","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"caio.souza",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"calendario2010","18/12/2009 12:49:16","True","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"calmeida","19/11/2018 05:56:32","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"calves","12/03/2020 16:15:12","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"camcosta","02/03/2020 08:00:19","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"camila.amorim","20/03/2020 08:17:49","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"camila.andrade","17/02/2020 08:24:20","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"camila.viana","18/03/2020 14:38:02","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"camilla.carmo","06/03/2020 08:30:37","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"camiranda","18/07/2018 14:09:21","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"camorim","05/03/2020 07:47:26","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"CAM-zVhR6llE","23/09/2016 14:51:22","True","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"canalaberto","02/03/2009 16:52:18","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"candrade","04/07/2019 08:38:05","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"caoliveira",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"capacete","19/12/2011 10:49:28","True","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"capbr","27/01/2010 08:11:14","True","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"CAPSantos","05/03/2020 07:57:38","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"caragao",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"caraujo","10/03/2020 13:00:28","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"carlos.dias",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"carlos.e.santos","17/02/2020 08:31:30","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"carlos.rodrigues",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"carlos.teixeira","26/02/2020 11:33:26","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"carlucio.sa","20/02/2020 10:01:42","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"carolaine.freitas","19/03/2020 13:49:12","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"carosa","10/02/2020 08:00:01","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"carsantos","12/03/2020 09:19:15","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"carsilva",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"CASantis","16/09/2019 10:19:34","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"casantos","09/03/2020 10:29:29","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"CASilva","04/03/2020 08:27:25","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cassio.morais",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"Cassis","04/03/2020 09:48:44","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cat","20/07/2005 10:41:20","True","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cavsilva","19/03/2020 19:57:46","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"CAXIAS_20ANDAR","02/03/2018 11:27:56","True","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cb_ccaceres",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cb_dsassis","23/11/2015 16:20:53","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cb_jaasouza",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cb_magualuza","20/09/2013 08:13:15","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cb_plcosta","20/09/2013 08:12:38","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cb_rogomes","20/09/2013 08:13:42","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cb_vnobrega","09/07/2014 11:59:06","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cbalbino","06/03/2020 08:05:18","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cbasques","10/02/2020 08:35:27","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cbelinek","14/02/2020 14:53:29","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cbemme","06/08/2018 09:51:15","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cbezerra","27/02/2020 10:48:22","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cbiaso","02/03/2020 10:24:47","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cblima",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cbnascimento","06/03/2020 14:03:30","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"CBorges","27/06/2019 09:45:41","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cbraga","26/02/2020 06:02:56","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cbranco","19/11/2018 07:38:40","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cbribeiro","05/03/2020 07:51:53","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"CBSantos","19/03/2020 08:15:57","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cbusson","03/02/2020 08:53:07","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"ccanuto","13/09/2019 13:32:01","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"ccarvalho","20/03/2020 11:18:31","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"ccastro","09/03/2020 11:19:24","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"ccati","30/09/2019 07:43:04","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"ccgoncalves","02/03/2020 10:27:32","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cchagas","16/03/2020 09:51:29","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"ccjsouza","26/07/2018 10:15:20","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"ccnogueira","25/02/2019 09:30:20","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"ccoliveira","20/03/2020 14:06:18","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"ccorrea","17/01/2020 14:07:27","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"ccruz","17/12/2018 07:02:48","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"ccsantos",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"CDamasceno","16/03/2020 11:23:27","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cdbsouza","23/03/2020 07:33:16","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cdiniz",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cecilia.azevedo","10/03/2020 16:08:37","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"Cedoc_RCX","29/10/2009 11:57:20","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cefigueiredo","10/02/2020 09:14:09","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"ceisilva","05/06/2017 14:23:25","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"celima","12/03/2020 15:35:55","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"celog1","24/07/2012 16:57:32","True","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"celog2","24/07/2012 16:58:28","True","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"ceman","13/08/2015 17:20:48","True","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"censocadastral","18/10/2018 09:55:16","True","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"Central_Recife","07/03/2007 15:47:54","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"Centraldeservicos","29/12/2008 12:41:59","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"CentraldeservicosRCX",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cersilva","23/03/2020 09:53:00","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"certificadoregap","24/11/2009 10:07:50","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cesar.almeida","05/03/2020 14:43:27","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cesar.caranjo","09/03/2020 12:17:12","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cesar.conte","04/03/2020 11:39:32","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"Cesilva","20/02/2020 09:06:15","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cfantoni","02/03/2020 06:51:20","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"CFaria","10/02/2020 06:48:26","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cfarias",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cfcalmeida","06/03/2020 13:50:04","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cfeitoza","20/02/2020 11:47:05","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cfelix","20/03/2020 13:04:14","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cflorentino","17/10/2019 08:37:19","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cfoliveira","12/03/2020 08:14:54","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"Cfraga","09/04/2014 16:14:13","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cfreitas","17/02/2020 07:55:46","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cfsilva","02/01/2020 08:51:28","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cgalves","02/03/2020 07:48:08","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cgarcia","27/11/2019 05:51:26","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cgoncalves","17/02/2020 08:51:08","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cgsilva","23/03/2020 13:21:20","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"chacosta","16/03/2020 09:01:53","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"chandrade","09/03/2020 09:02:10","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"charles.decol",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"charles.junior",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"charles.rosa",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"chatoperador1","24/07/2012 11:52:24","True","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"chatoperador2","24/07/2012 12:39:22","True","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"chatoperador3","24/07/2012 12:46:47","True","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"chbraga","11/03/2020 09:00:30","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"ChLSilva","10/03/2020 07:56:18","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"choliveira","11/10/2019 11:11:06","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cinsantos","13/01/2020 08:23:38","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"ciparj","08/05/2019 12:10:44","True","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cisalves","06/02/2020 13:54:01","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cisidoro","05/03/2020 11:35:37","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"citrix.teste","09/10/2018 12:56:29","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"citrix_sap","23/11/2016 08:24:17","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"Citrix_Teste","04/03/2020 13:55:19","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cjesus","19/03/2020 15:51:32","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cjlopes","16/03/2020 08:48:30","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cjmoraes","12/03/2020 14:04:31","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cjoliveira","20/12/2018 14:31:09","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cjunqueira",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cjustino","27/02/2020 07:27:04","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"clasilva","28/02/2020 13:55:19","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"claudio.junior",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"claudio.mattos","06/09/2019 15:07:26","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"claudsilva","20/03/2020 10:37:10","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"Clausilva","06/03/2020 06:08:18","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"clayton.correa","04/03/2020 08:41:01","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"clbarbosa","27/02/2020 08:19:03","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cleal","03/02/2020 07:36:16","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cleao","12/03/2020 15:31:34","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"clesilva","17/03/2020 07:35:19","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cleudes.junior",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"cleverton.abreu",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
